order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,shipping_days,gender,name,city,state_code,state,country,continent,birthday,age,country_store,state_store,open_date,product_name,brand,color,subcategorykey,subcategory,categorykey,category,cost_usd,price_usd,date,currency,exchange
386009,2,"2016-01-21 00:00:00","2016-01-21 00:00:00",522652,19,156,3,EUR,0,MALE,"MATHIAS ADLER",LÜNNE,NI,NIEDERSACHSEN,GERMANY,EUROPE,"1976-12-13 00:00:00",47,GERMANY,BERLIN,"2015-04-04 00:00:00","ADVENTURE WORKS 26" 720P LCD HDTV M140 BROWN","ADVENTURE WORKS",BROWN,201,TELEVISIONS,2,"TV AND VIDEO",216.12,469.97,"2016-01-21 00:00:00",EUR,0.918
386009,3,"2016-01-21 00:00:00","2016-01-21 00:00:00",522652,19,1896,1,EUR,0,MALE,"MATHIAS ADLER",LÜNNE,NI,NIEDERSACHSEN,GERMANY,EUROPE,"1976-12-13 00:00:00",47,GERMANY,BERLIN,"2015-04-04 00:00:00","CONTOSO WASHER & DRYER 15.5IN E155 PINK",CONTOSO,PINK,801,"WASHERS & DRYERS",8,"HOME APPLIANCES",509.32,999,"2016-01-21 00:00:00",EUR,0.918
386009,4,"2016-01-21 00:00:00","2016-01-21 00:00:00",522652,19,2107,3,EUR,0,MALE,"MATHIAS ADLER",LÜNNE,NI,NIEDERSACHSEN,GERMANY,EUROPE,"1976-12-13 00:00:00",47,GERMANY,BERLIN,"2015-04-04 00:00:00","CONTOSO WATER HEATER 4.0GPM M1250 GREY",CONTOSO,GREY,804,"WATER HEATERS",8,"HOME APPLIANCES",363.75,791,"2016-01-21 00:00:00",EUR,0.918
386010,1,"2016-01-21 00:00:00","2016-01-21 00:00:00",1775819,57,155,6,USD,0,MALE,"DONALD CORNELIUS","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1963-05-15 00:00:00",61,"UNITED STATES","NEW MEXICO","2010-06-03 00:00:00","ADVENTURE WORKS 26" 720P LCD HDTV M140 WHITE","ADVENTURE WORKS",WHITE,201,TELEVISIONS,2,"TV AND VIDEO",216.12,469.97,"2016-01-21 00:00:00",USD,1
386010,2,"2016-01-21 00:00:00","2016-01-21 00:00:00",1775819,57,1638,1,USD,0,MALE,"DONALD CORNELIUS","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1963-05-15 00:00:00",61,"UNITED STATES","NEW MEXICO","2010-06-03 00:00:00","CONTOSO DVD 58 DVD STORAGE BINDER M55 RED",CONTOSO,RED,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",6.39,13.89,"2016-01-21 00:00:00",USD,1
386010,3,"2016-01-21 00:00:00","2016-01-21 00:00:00",1775819,57,1947,3,USD,0,MALE,"DONALD CORNELIUS","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1963-05-15 00:00:00",61,"UNITED STATES","NEW MEXICO","2010-06-03 00:00:00","LITWARE REFRIGERATOR 9.7CUFT M560 BROWN",LITWARE,BROWN,802,REFRIGERATORS,8,"HOME APPLIANCES",226.71,493,"2016-01-21 00:00:00",USD,1
386010,4,"2016-01-21 00:00:00","2016-01-21 00:00:00",1775819,57,125,1,USD,0,MALE,"DONALD CORNELIUS","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1963-05-15 00:00:00",61,"UNITED STATES","NEW MEXICO","2010-06-03 00:00:00","ADVENTURE WORKS 19" COLOR DIGITAL TV E35 SILVER","ADVENTURE WORKS",SILVER,201,TELEVISIONS,2,"TV AND VIDEO",73.11,143.4,"2016-01-21 00:00:00",USD,1
386011,1,"2016-01-21 00:00:00","2016-01-28 00:00:00",541598,0,54,6,EUR,7,FEMALE,"JULIA FABER",KRANZBERG,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1973-06-02 00:00:00",51,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI 4GB VIDEO RECORDING PEN X200 RED","WIDE WORLD IMPORTERS",RED,104,"RECORDING PEN",1,AUDIO,98.07,296,"2016-01-21 00:00:00",EUR,0.918
386011,2,"2016-01-21 00:00:00","2016-01-28 00:00:00",541598,0,101,2,EUR,7,FEMALE,"JULIA FABER",KRANZBERG,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1973-06-02 00:00:00",51,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI WIRELESS BLUETOOTH STEREO HEADPHONES M170 PINK","WIDE WORLD IMPORTERS",PINK,106,"BLUETOOTH HEADPHONES",1,AUDIO,55.18,120,"2016-01-21 00:00:00",EUR,0.918
386011,3,"2016-01-21 00:00:00","2016-01-28 00:00:00",541598,0,461,3,EUR,7,FEMALE,"JULIA FABER",KRANZBERG,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1973-06-02 00:00:00",51,ONLINE,ONLINE,"2010-01-01 00:00:00","PROSEWARE LCD24 X300 BLACK",PROSEWARE,BLACK,304,MONITORS,3,COMPUTERS,271.35,819,"2016-01-21 00:00:00",EUR,0.918
387000,1,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,1729,2,CAD,4,FEMALE,"ORA COUSINS",LACORNE,QC,QUEBEC,CANADA,"NORTH AMERICA","1968-11-02 00:00:00",55,ONLINE,ONLINE,"2010-01-01 00:00:00","MGS RISE OF NATIONS: THRONES AND PATRIOTS M320","TAILSPIN TOYS",BLUE,702,"DOWNLOAD GAMES",7,"GAMES AND TOYS",35.72,77.68,"2016-01-22 00:00:00",CAD,1.4171
387000,2,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,1599,3,CAD,4,FEMALE,"ORA COUSINS",LACORNE,QC,QUEBEC,CANADA,"NORTH AMERICA","1968-11-02 00:00:00",55,ONLINE,ONLINE,"2010-01-01 00:00:00","SV DVD EXTERNAL DVD BURNER M200 BLUE","SOUTHRIDGE VIDEO",BLUE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",26.62,57.88,"2016-01-22 00:00:00",CAD,1.4171
387000,3,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,1622,1,CAD,4,FEMALE,"ORA COUSINS",LACORNE,QC,QUEBEC,CANADA,"NORTH AMERICA","1968-11-02 00:00:00",55,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO DVD RECORDER L200 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-01-22 00:00:00",CAD,1.4171
387000,4,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,55,6,CAD,4,FEMALE,"ORA COUSINS",LACORNE,QC,QUEBEC,CANADA,"NORTH AMERICA","1968-11-02 00:00:00",55,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI 4GB VIDEO RECORDING PEN X200 PINK","WIDE WORLD IMPORTERS",PINK,104,"RECORDING PEN",1,AUDIO,98.07,296,"2016-01-22 00:00:00",CAD,1.4171
387001,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",2011796,51,39,5,USD,0,FEMALE,"ADÉLA PERUTKOVÁ",WHEELING,IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1982-02-20 00:00:00",42,"UNITED STATES",MAINE,"2010-01-01 00:00:00","CONTOSO 8GB CLOCK & RADIO MP3 PLAYER X850 GREEN",CONTOSO,GREEN,101,MP4&MP3,1,AUDIO,99.14,299.23,"2016-01-22 00:00:00",USD,1
387002,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",1368025,44,429,2,USD,0,MALE,"RALPH GUPTON",CONWAY,AR,ARKANSAS,"UNITED STATES","NORTH AMERICA","1942-01-26 00:00:00",82,"UNITED STATES",ARKANSAS,"2010-06-03 00:00:00","ADVENTURE WORKS DESKTOP PC2.30 MD230 BROWN","ADVENTURE WORKS",BROWN,303,DESKTOPS,3,COMPUTERS,275.87,599.9,"2016-01-22 00:00:00",USD,1
387002,2,"2016-01-22 00:00:00","2016-01-22 00:00:00",1368025,44,1377,6,USD,0,MALE,"RALPH GUPTON",CONWAY,AR,ARKANSAS,"UNITED STATES","NORTH AMERICA","1942-01-26 00:00:00",82,"UNITED STATES",ARKANSAS,"2010-06-03 00:00:00","CONTOSO PHONE FOR MSN E200 WHITE",CONTOSO,WHITE,501,"HOME & OFFICE PHONES",5,"CELL PHONES",8.16,16,"2016-01-22 00:00:00",USD,1
387003,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,144,5,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","ADVENTURE WORKS 15.6" LCD TV M130W BROWN","ADVENTURE WORKS",BROWN,201,TELEVISIONS,2,"TV AND VIDEO",152.94,299.99,"2016-01-22 00:00:00",CAD,1.4171
387003,2,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,1251,2,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","CONTOSO TRAVEL CHARGER FOR S-SERIES BATTERY E302 BLACK",CONTOSO,BLACK,406,"CAMERAS & CAMCORDERS ACCESSORIES",4,"CAMERAS AND CAMCORDERS",30.58,59.99,"2016-01-22 00:00:00",CAD,1.4171
387003,3,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,691,1,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","PROSEWARE SLIM-DESIGN FAX MACHINE WITH ANSWERING SYSTEM X180 GREY",PROSEWARE,GREY,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,78.19,236,"2016-01-22 00:00:00",CAD,1.4171
387003,4,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,190,1,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","SV 8XDVD E130 SILVER","SOUTHRIDGE VIDEO",SILVER,202,"VCD & DVD",2,"TV AND VIDEO",29.01,56.9,"2016-01-22 00:00:00",CAD,1.4171
387003,5,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,1656,2,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","CONTOSO DVD 9-INCH PLAYER PORTABLE M300 WHITE",CONTOSO,WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",73.57,159.99,"2016-01-22 00:00:00",CAD,1.4171
387003,6,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,1425,4,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","THE PHONE COMPANY TOUCH SCREEN PHONE 1600 TFT-2.2" L200 GREY","THE PHONE COMPANY",GREY,503,"TOUCH SCREEN PHONES",5,"CELL PHONES",175.27,529,"2016-01-22 00:00:00",CAD,1.4171
387003,7,"2016-01-22 00:00:00","2016-01-22 00:00:00",368610,8,143,9,CAD,0,FEMALE,"MONICA FISH",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1999-06-17 00:00:00",25,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","ADVENTURE WORKS 15.6" LCD TV M130W WHITE","ADVENTURE WORKS",WHITE,201,TELEVISIONS,2,"TV AND VIDEO",152.94,299.99,"2016-01-22 00:00:00",CAD,1.4171
387004,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",1307296,53,709,6,USD,0,MALE,"JOHN BRADFORD",OWENSBORO,KY,KENTUCKY,"UNITED STATES","NORTH AMERICA","1952-08-10 00:00:00",72,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","PROSEWARE MOBILE RECEIPT AND DOCUMENT SCANNER M200 WHITE",PROSEWARE,WHITE,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,53.34,116,"2016-01-22 00:00:00",USD,1
387004,2,"2016-01-22 00:00:00","2016-01-22 00:00:00",1307296,53,962,1,USD,0,MALE,"JOHN BRADFORD",OWENSBORO,KY,KENTUCKY,"UNITED STATES","NORTH AMERICA","1952-08-10 00:00:00",72,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","A. DATUM ALL IN ONE DIGITAL CAMERA M200 GREY","A. DATUM",GREY,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",86.45,188,"2016-01-22 00:00:00",USD,1
387005,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",938399,36,1816,3,GBP,0,MALE,"ALFIE STEPHENS",MENSTRIE,FALKIRK,FALKIRK,"UNITED KINGDOM",EUROPE,"2001-05-09 00:00:00",23,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","MGS AGE OF EMPIRES II GOLD EDITION2009 E172","TAILSPIN TOYS",BLUE,702,"DOWNLOAD GAMES",7,"GAMES AND TOYS",16.31,32,"2016-01-22 00:00:00",GBP,0.6982
387005,2,"2016-01-22 00:00:00","2016-01-22 00:00:00",938399,36,982,2,GBP,0,MALE,"ALFIE STEPHENS",MENSTRIE,FALKIRK,FALKIRK,"UNITED KINGDOM",EUROPE,"2001-05-09 00:00:00",23,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","A. DATUM BRIDGE DIGITAL CAMERA M300 PINK","A. DATUM",PINK,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",85.95,186.9,"2016-01-22 00:00:00",GBP,0.6982
387005,3,"2016-01-22 00:00:00","2016-01-22 00:00:00",938399,36,442,1,GBP,0,MALE,"ALFIE STEPHENS",MENSTRIE,FALKIRK,FALKIRK,"UNITED KINGDOM",EUROPE,"2001-05-09 00:00:00",23,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","WWI DESKTOP PC1.80 E1801 SILVER","WIDE WORLD IMPORTERS",SILVER,303,DESKTOPS,3,COMPUTERS,137.6,269.9,"2016-01-22 00:00:00",GBP,0.6982
387006,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",1616350,51,1576,1,USD,0,MALE,"AMOS CARTER",MUSCOY,CA,CALIFORNIA,"UNITED STATES","NORTH AMERICA","1935-02-06 00:00:00",89,"UNITED STATES",MAINE,"2010-01-01 00:00:00","SV DVD MOVIES E100 YELLOW","SOUTHRIDGE VIDEO",YELLOW,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",6.62,12.99,"2016-01-22 00:00:00",USD,1
387007,1,"2016-01-22 00:00:00","2016-01-22 00:00:00",549936,24,1264,2,EUR,0,FEMALE,"NADINE OSTERHAGEN",ALESHEIM,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1985-08-25 00:00:00",39,GERMANY,HESSEN,"2012-12-15 00:00:00","CONTOSO RECHARGEABLE BATTERY PACK E310 BLACK",CONTOSO,BLACK,406,"CAMERAS & CAMCORDERS ACCESSORIES",4,"CAMERAS AND CAMCORDERS",35.68,69.99,"2016-01-22 00:00:00",EUR,0.9252
387007,2,"2016-01-22 00:00:00","2016-01-22 00:00:00",549936,24,1529,3,EUR,0,FEMALE,"NADINE OSTERHAGEN",ALESHEIM,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1985-08-25 00:00:00",39,GERMANY,HESSEN,"2012-12-15 00:00:00","THE PHONE COMPANY PDA HANDHELD 3.5 INCH M610 BLACK","THE PHONE COMPANY",BLACK,504,"SMART PHONES & PDAS",5,"CELL PHONES",117.27,255,"2016-01-22 00:00:00",EUR,0.9252
387007,3,"2016-01-22 00:00:00","2016-01-22 00:00:00",549936,24,1612,4,EUR,0,FEMALE,"NADINE OSTERHAGEN",ALESHEIM,BY,"FREISTAAT BAYERN",GERMANY,EUROPE,"1985-08-25 00:00:00",39,GERMANY,HESSEN,"2012-12-15 00:00:00","SV DVD 12-INCH PLAYER PORTABLE M400 WHITE","SOUTHRIDGE VIDEO",WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",82.77,179.99,"2016-01-22 00:00:00",EUR,0.9252
388000,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",97611,5,928,6,AUD,0,MALE,"JAMES STEINFELD",MERLYNSTON,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,"1967-04-21 00:00:00",57,AUSTRALIA,VICTORIA,"2015-12-09 00:00:00","SV 512MB LAPTOP MEMORY E800 SILVER","SOUTHRIDGE VIDEO",SILVER,308,"COMPUTERS ACCESSORIES",3,COMPUTERS,17.33,33.99,"2016-01-23 00:00:00",AUD,1.423
388000,2,"2016-01-23 00:00:00","2016-01-23 00:00:00",97611,5,1045,7,AUD,0,MALE,"JAMES STEINFELD",MERLYNSTON,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,"1967-04-21 00:00:00",57,AUSTRALIA,VICTORIA,"2015-12-09 00:00:00","A. DATUM SLR CAMERA 35" X358 BLACK","A. DATUM",BLACK,402,"DIGITAL SLR CAMERAS",4,"CAMERAS AND CAMCORDERS",194.82,588,"2016-01-23 00:00:00",AUD,1.423
388000,3,"2016-01-23 00:00:00","2016-01-23 00:00:00",97611,5,1627,6,AUD,0,MALE,"JAMES STEINFELD",MERLYNSTON,VIC,VICTORIA,AUSTRALIA,AUSTRALIA,"1967-04-21 00:00:00",57,AUSTRALIA,VICTORIA,"2015-12-09 00:00:00","CONTOSO DVD 48 DVD STORAGE BINDER M50 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",8.27,17.99,"2016-01-23 00:00:00",AUD,1.423
388001,1,"2016-01-23 00:00:00","2016-01-27 00:00:00",1730210,0,1616,1,USD,4,MALE,"RALPH WILSON",CLEWISTON,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1989-04-30 00:00:00",35,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO DVD PLAYER M100 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",26.21,56.99,"2016-01-23 00:00:00",USD,1
388002,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",962533,36,460,2,GBP,0,FEMALE,"ALICIA GREGORY",RUSHMERE,SUFFOLK,SUFFOLK,"UNITED KINGDOM",EUROPE,"1984-09-17 00:00:00",39,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","WWI DESKTOP PC1.80 E1802 WHITE","WIDE WORLD IMPORTERS",WHITE,303,DESKTOPS,3,COMPUTERS,152.9,299.9,"2016-01-23 00:00:00",GBP,0.6982
388002,2,"2016-01-23 00:00:00","2016-01-23 00:00:00",962533,36,489,2,GBP,0,FEMALE,"ALICIA GREGORY",RUSHMERE,SUFFOLK,SUFFOLK,"UNITED KINGDOM",EUROPE,"1984-09-17 00:00:00",39,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","ADVENTURE WORKS LCD24 X300 BLACK","ADVENTURE WORKS",BLACK,304,MONITORS,3,COMPUTERS,271.35,819,"2016-01-23 00:00:00",GBP,0.6982
388003,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",205077,10,90,8,CAD,0,FEMALE,"KATHRYN MILLS",VANCOUVER,BC,"BRITISH COLUMBIA",CANADA,"NORTH AMERICA","1974-12-04 00:00:00",49,CANADA,NUNAVUT,"2015-04-04 00:00:00","NT WIRELESS TRANSMITTER AND BLUETOOTH HEADPHONES M150 SILVER","NORTHWIND TRADERS",SILVER,106,"BLUETOOTH HEADPHONES",1,AUDIO,49.69,149.99,"2016-01-23 00:00:00",CAD,1.4171
388003,2,"2016-01-23 00:00:00","2016-01-23 00:00:00",205077,10,945,1,CAD,0,FEMALE,"KATHRYN MILLS",VANCOUVER,BC,"BRITISH COLUMBIA",CANADA,"NORTH AMERICA","1974-12-04 00:00:00",49,CANADA,NUNAVUT,"2015-04-04 00:00:00","A. DATUM RANGEFINDER DIGITAL CAMERA X200 BLACK","A. DATUM",BLACK,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",66.26,200,"2016-01-23 00:00:00",CAD,1.4171
388004,1,"2016-01-23 00:00:00","2016-01-31 00:00:00",776431,0,2104,1,EUR,8,MALE,"LIONELLO PADOVANO",CASAVECCHIA,MC,MACERATA,ITALY,EUROPE,"2000-02-24 00:00:00",24,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO WATER HEATER 1.5GPM E0800 SILVER",CONTOSO,SILVER,804,"WATER HEATERS",8,"HOME APPLIANCES",131.28,257.5,"2016-01-23 00:00:00",EUR,0.9252
388004,2,"2016-01-23 00:00:00","2016-01-31 00:00:00",776431,0,618,3,EUR,8,MALE,"LIONELLO PADOVANO",CASAVECCHIA,MC,MACERATA,ITALY,EUROPE,"2000-02-24 00:00:00",24,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI SCREEN 113IN M1610 BLACK","WIDE WORLD IMPORTERS",BLACK,305,"PROJECTORS & SCREENS",3,COMPUTERS,99.06,299,"2016-01-23 00:00:00",EUR,0.9252
388005,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",1893487,55,1601,4,USD,0,MALE,"DILLON PIGFORD","LAS VEGAS",NV,NEVADA,"UNITED STATES","NORTH AMERICA","1952-06-16 00:00:00",72,"UNITED STATES",NEVADA,"2009-12-15 00:00:00","SV DVD 9-INCH PLAYER PORTABLE M300 BLACK","SOUTHRIDGE VIDEO",BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",73.57,159.99,"2016-01-23 00:00:00",USD,1
388005,2,"2016-01-23 00:00:00","2016-01-23 00:00:00",1893487,55,2388,9,USD,0,MALE,"DILLON PIGFORD","LAS VEGAS",NV,NEVADA,"UNITED STATES","NORTH AMERICA","1952-06-16 00:00:00",72,"UNITED STATES",NEVADA,"2009-12-15 00:00:00","PROSEWARE AIR CONDITIONER 6000BTU E180 WHITE",PROSEWARE,WHITE,807,"AIR CONDITIONERS",8,"HOME APPLIANCES",101.96,199.99,"2016-01-23 00:00:00",USD,1
388006,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",1098143,41,1393,3,GBP,0,FEMALE,"MORGAN FOSTER",LLANFILO,"LLANDRINDOD WELLS","LLANDRINDOD WELLS","UNITED KINGDOM",EUROPE,"1977-07-02 00:00:00",47,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","CONTOSO IN FRONT OF CENTREX L15 GREY",CONTOSO,GREY,501,"HOME & OFFICE PHONES",5,"CELL PHONES",15.57,46.99,"2016-01-23 00:00:00",GBP,0.6982
388006,2,"2016-01-23 00:00:00","2016-01-23 00:00:00",1098143,41,1627,2,GBP,0,FEMALE,"MORGAN FOSTER",LLANFILO,"LLANDRINDOD WELLS","LLANDRINDOD WELLS","UNITED KINGDOM",EUROPE,"1977-07-02 00:00:00",47,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","CONTOSO DVD 48 DVD STORAGE BINDER M50 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",8.27,17.99,"2016-01-23 00:00:00",GBP,0.6982
388006,3,"2016-01-23 00:00:00","2016-01-23 00:00:00",1098143,41,133,1,GBP,0,FEMALE,"MORGAN FOSTER",LLANFILO,"LLANDRINDOD WELLS","LLANDRINDOD WELLS","UNITED KINGDOM",EUROPE,"1977-07-02 00:00:00",47,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","ADVENTURE WORKS 20" LCD HDTV M120 SILVER","ADVENTURE WORKS",SILVER,201,TELEVISIONS,2,"TV AND VIDEO",160.93,349.95,"2016-01-23 00:00:00",GBP,0.6982
388007,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",1112613,42,459,4,GBP,0,FEMALE,"OLIVIA MOORE",FORDWICH,CANTERBURY,CANTERBURY,"UNITED KINGDOM",EUROPE,"1943-01-08 00:00:00",81,"UNITED KINGDOM","NORTH DOWN","2009-12-15 00:00:00","WWI DESKTOP PC1.80 E1801 WHITE","WIDE WORLD IMPORTERS",WHITE,303,DESKTOPS,3,COMPUTERS,137.6,269.9,"2016-01-23 00:00:00",GBP,0.6982
388008,1,"2016-01-23 00:00:00","2016-01-23 00:00:00",1170323,41,640,6,GBP,0,MALE,"KIERAN HOWARTH",TORBEG,ABERDEENSHIRE,ABERDEENSHIRE,"UNITED KINGDOM",EUROPE,"1964-09-12 00:00:00",59,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","WWI SCREEN 113IN M1610 SILVER","WIDE WORLD IMPORTERS",SILVER,305,"PROJECTORS & SCREENS",3,COMPUTERS,99.06,299,"2016-01-23 00:00:00",GBP,0.6982
388008,2,"2016-01-23 00:00:00","2016-01-23 00:00:00",1170323,41,1665,2,GBP,0,MALE,"KIERAN HOWARTH",TORBEG,ABERDEENSHIRE,ABERDEENSHIRE,"UNITED KINGDOM",EUROPE,"1964-09-12 00:00:00",59,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","MGS HAND GAMES FOR 12-16 BOYS E600 YELLOW","TAILSPIN TOYS",YELLOW,701,"BOXED GAMES",7,"GAMES AND TOYS",2.54,4.99,"2016-01-23 00:00:00",GBP,0.6982
388008,3,"2016-01-23 00:00:00","2016-01-23 00:00:00",1170323,41,665,2,GBP,0,MALE,"KIERAN HOWARTH",TORBEG,ABERDEENSHIRE,ABERDEENSHIRE,"UNITED KINGDOM",EUROPE,"1964-09-12 00:00:00",59,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","PROSEWARE PHOTO INKJET PRINTER E290 BLACK",PROSEWARE,BLACK,306,"PRINTERS, SCANNERS & FAX",3,COMPUTERS,52,102,"2016-01-23 00:00:00",GBP,0.6982
388008,4,"2016-01-23 00:00:00","2016-01-23 00:00:00",1170323,41,158,1,GBP,0,MALE,"KIERAN HOWARTH",TORBEG,ABERDEENSHIRE,ABERDEENSHIRE,"UNITED KINGDOM",EUROPE,"1964-09-12 00:00:00",59,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","ADVENTURE WORKS 37" 1080P LCD HDTV M150W BLACK","ADVENTURE WORKS",BLACK,201,TELEVISIONS,2,"TV AND VIDEO",505.85,1099.99,"2016-01-23 00:00:00",GBP,0.6982
388008,5,"2016-01-23 00:00:00","2016-01-23 00:00:00",1170323,41,96,3,GBP,0,MALE,"KIERAN HOWARTH",TORBEG,ABERDEENSHIRE,ABERDEENSHIRE,"UNITED KINGDOM",EUROPE,"1964-09-12 00:00:00",59,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","WWI STEREO BLUETOOTH HEADPHONES E1000 WHITE","WIDE WORLD IMPORTERS",WHITE,106,"BLUETOOTH HEADPHONES",1,AUDIO,34.36,67.4,"2016-01-23 00:00:00",GBP,0.6982
